Frame,Running Gait Cycle,Sub Phase,% Cycle,Trunk Lean,Front Knee Angle,Back Knee Angle,Front Hip Angle,Angle Each Body %,Result
340,0,Terminal Stance,100.0%,7.97 (Accurate ),38.16 (Accurate ),12.39 (Inaccurate ),0.96 (Inaccurate ),50.0 % ,Satisfactory
341,0,Terminal Stance,100.0%,7.94 (Accurate ),38.94 (Accurate ),12.07 (Inaccurate ),1.67 (Inaccurate ),50.0 % ,Satisfactory
342,0,Terminal Stance,100.0%,7.52 (Accurate ),39.67 (Accurate ),12.2 (Inaccurate ),2.15 (Inaccurate ),50.0 % ,Satisfactory
343,0,Terminal Stance,100.0%,6.49 (Accurate ),42.59 (Accurate ),11.13 (Inaccurate ),3.74 (Inaccurate ),50.0 % ,Satisfactory
344,0,Terminal Stance,100.0%,6.06 (Accurate ),43.74 (Accurate ),12.76 (Inaccurate ),4.0 (Inaccurate ),50.0 % ,Satisfactory
345,0,Terminal Stance,100.0%,6.69 (Accurate ),44.51 (Accurate ),13.05 (Inaccurate ),5.27 (Inaccurate ),50.0 % ,Satisfactory
346,0,Terminal Stance,100.0%,7.04 (Accurate ),44.85 (Accurate ),13.72 (Inaccurate ),6.26 (Inaccurate ),50.0 % ,Satisfactory
347,0,Terminal Stance,100.0%,6.51 (Accurate ),45.52 (Accurate ),13.92 (Inaccurate ),6.03 (Inaccurate ),50.0 % ,Satisfactory
348,0,Terminal Stance,100.0%,6.78 (Accurate ),45.16 (Accurate ),14.26 (Inaccurate ),6.31 (Inaccurate ),50.0 % ,Satisfactory
349,0,Terminal Stance,100.0%,6.27 (Accurate ),42.17 (Accurate ),14.28 (Inaccurate ),4.67 (Inaccurate ),50.0 % ,Satisfactory
350,0,Terminal Stance,100.0%,5.92 (Accurate ),41.18 (Accurate ),12.77 (Inaccurate ),4.32 (Inaccurate ),50.0 % ,Satisfactory
351,0,Terminal Stance,100.0%,5.49 (Accurate ),39.93 (Accurate ),11.14 (Inaccurate ),4.58 (Inaccurate ),50.0 % ,Satisfactory
352,0,Terminal Stance,100.0%,6.04 (Accurate ),40.49 (Accurate ),12.28 (Inaccurate ),4.96 (Inaccurate ),50.0 % ,Satisfactory
353,0,Terminal Stance,100.0%,6.14 (Accurate ),40.18 (Accurate ),12.75 (Inaccurate ),5.88 (Inaccurate ),50.0 % ,Satisfactory
354,0,Terminal Stance,100.0%,6.77 (Accurate ),38.23 (Accurate ),15.0 (Inaccurate ),6.63 (Inaccurate ),50.0 % ,Satisfactory
355,0,Terminal Stance,100.0%,7.07 (Accurate ),37.57 (Accurate ),17.06 (Inaccurate ),8.4 (Inaccurate ),50.0 % ,Satisfactory
356,0,Terminal Stance,100.0%,7.11 (Accurate ),34.81 (Inaccurate ),19.14 (Inaccurate ),9.35 (Inaccurate ),25.0 % ,Should Improve
357,0,Terminal Stance,100.0%,7.2 (Accurate ),32.29 (Inaccurate ),20.65 (Inaccurate ),9.97 (Inaccurate ),25.0 % ,Should Improve
358,0,Terminal Stance,100.0%,7.25 (Accurate ),32.08 (Inaccurate ),20.9 (Inaccurate ),9.85 (Inaccurate ),25.0 % ,Should Improve
359,0,Terminal Stance,100.0%,6.91 (Accurate ),31.61 (Inaccurate ),22.57 (Inaccurate ),10.48 (Inaccurate ),25.0 % ,Should Improve
360,0,Terminal Stance,100.0%,6.15 (Accurate ),34.65 (Inaccurate ),21.11 (Inaccurate ),12.16 (Inaccurate ),25.0 % ,Should Improve
361,0,Terminal Stance,100.0%,5.34 (Accurate ),38.35 (Accurate ),18.91 (Inaccurate ),13.92 (Inaccurate ),50.0 % ,Satisfactory
362,0,Terminal Stance,100.0%,5.51 (Accurate ),38.41 (Accurate ),15.5 (Inaccurate ),14.53 (Inaccurate ),50.0 % ,Satisfactory
363,0,Terminal Stance,100.0%,5.35 (Accurate ),37.25 (Accurate ),12.91 (Inaccurate ),14.71 (Inaccurate ),50.0 % ,Satisfactory
364,0,Terminal Stance,100.0%,6.31 (Accurate ),37.78 (Accurate ),12.69 (Inaccurate ),16.22 (Inaccurate ),50.0 % ,Satisfactory
365,0,Terminal Stance,100.0%,6.37 (Accurate ),37.43 (Accurate ),11.0 (Inaccurate ),17.21 (Inaccurate ),50.0 % ,Satisfactory
366,0,Terminal Stance,100.0%,6.42 (Accurate ),36.05 (Accurate ),9.83 (Inaccurate ),17.16 (Inaccurate ),50.0 % ,Satisfactory
367,0,Terminal Stance,100.0%,6.0 (Accurate ),35.08 (Accurate ),9.4 (Inaccurate ),17.84 (Inaccurate ),50.0 % ,Satisfactory
368,0,Terminal Stance,100.0%,5.85 (Accurate ),35.04 (Accurate ),8.79 (Inaccurate ),18.67 (Inaccurate ),50.0 % ,Satisfactory
369,0,Terminal Stance,100.0%,6.12 (Accurate ),33.44 (Inaccurate ),8.6 (Inaccurate ),19.04 (Inaccurate ),25.0 % ,Should Improve
370,0,Terminal Stance,100.0%,6.89 (Accurate ),33.05 (Inaccurate ),8.82 (Inaccurate ),19.56 (Inaccurate ),25.0 % ,Should Improve
371,0,Terminal Stance,100.0%,6.43 (Accurate ),30.53 (Inaccurate ),8.84 (Inaccurate ),18.31 (Inaccurate ),25.0 % ,Should Improve
372,0,Terminal Stance,100.0%,6.67 (Accurate ),28.59 (Inaccurate ),8.89 (Inaccurate ),18.52 (Inaccurate ),25.0 % ,Should Improve
373,0,Terminal Stance,100.0%,6.49 (Accurate ),26.62 (Inaccurate ),7.79 (Inaccurate ),19.47 (Inaccurate ),25.0 % ,Should Improve
374,0,Terminal Stance,100.0%,6.71 (Accurate ),25.27 (Inaccurate ),7.95 (Inaccurate ),19.75 (Inaccurate ),25.0 % ,Should Improve
375,0,Terminal Stance,100.0%,6.77 (Accurate ),24.22 (Inaccurate ),8.0 (Inaccurate ),20.09 (Inaccurate ),25.0 % ,Should Improve
376,0,Terminal Stance,100.0%,7.02 (Accurate ),23.6 (Inaccurate ),8.13 (Inaccurate ),19.82 (Inaccurate ),25.0 % ,Should Improve
377,0,Terminal Stance,100.0%,6.8 (Accurate ),22.27 (Inaccurate ),7.74 (Inaccurate ),19.61 (Inaccurate ),25.0 % ,Should Improve
378,0,Terminal Stance,100.0%,6.51 (Accurate ),20.14 (Inaccurate ),7.31 (Inaccurate ),18.73 (Inaccurate ),25.0 % ,Should Improve
379,0,Terminal Stance,100.0%,6.91 (Accurate ),19.26 (Inaccurate ),6.79 (Inaccurate ),20.26 (Inaccurate ),25.0 % ,Should Improve
380,0,Terminal Stance,100.0%,6.66 (Accurate ),18.03 (Inaccurate ),6.76 (Inaccurate ),19.68 (Inaccurate ),25.0 % ,Should Improve
381,0,Terminal Stance,100.0%,6.42 (Accurate ),16.54 (Inaccurate ),6.26 (Inaccurate ),18.97 (Inaccurate ),25.0 % ,Should Improve
382,0,Terminal Stance,100.0%,6.6 (Accurate ),15.1 (Inaccurate ),6.58 (Inaccurate ),18.4 (Inaccurate ),25.0 % ,Should Improve
383,0,Terminal Stance,100.0%,6.3 (Accurate ),13.25 (Inaccurate ),5.99 (Inaccurate ),17.31 (Inaccurate ),25.0 % ,Should Improve
384,0,Terminal Stance,100.0%,6.3 (Accurate ),12.56 (Inaccurate ),5.74 (Inaccurate ),17.36 (Inaccurate ),25.0 % ,Should Improve
385,0,Terminal Stance,100.0%,6.51 (Accurate ),10.59 (Inaccurate ),4.99 (Inaccurate ),17.61 (Inaccurate ),25.0 % ,Should Improve
386,0,Terminal Stance,100.0%,6.39 (Accurate ),8.88 (Inaccurate ),4.52 (Inaccurate ),16.97 (Inaccurate ),25.0 % ,Should Improve
387,0,Terminal Stance,100.0%,6.54 (Accurate ),6.92 (Inaccurate ),5.1 (Inaccurate ),16.51 (Inaccurate ),25.0 % ,Should Improve
388,0,Terminal Stance,100.0%,6.46 (Accurate ),6.54 (Inaccurate ),5.8 (Inaccurate ),15.93 (Inaccurate ),25.0 % ,Should Improve
389,0,Terminal Stance,100.0%,6.34 (Accurate ),5.76 (Inaccurate ),6.14 (Inaccurate ),15.87 (Inaccurate ),25.0 % ,Should Improve
390,0,Terminal Stance,100.0%,6.09 (Accurate ),5.15 (Inaccurate ),6.72 (Inaccurate ),15.63 (Inaccurate ),25.0 % ,Should Improve
391,0,Terminal Stance,100.0%,6.7 (Accurate ),4.98 (Inaccurate ),7.01 (Inaccurate ),17.49 (Inaccurate ),25.0 % ,Should Improve
392,0,Terminal Stance,100.0%,6.91 (Accurate ),4.4 (Inaccurate ),7.38 (Inaccurate ),18.03 (Inaccurate ),25.0 % ,Should Improve
393,0,Terminal Stance,100.0%,6.91 (Accurate ),3.71 (Inaccurate ),8.39 (Inaccurate ),17.87 (Inaccurate ),25.0 % ,Should Improve
394,0,Terminal Stance,100.0%,7.11 (Accurate ),4.04 (Inaccurate ),7.89 (Inaccurate ),18.01 (Inaccurate ),25.0 % ,Should Improve
395,0,Terminal Stance,100.0%,6.85 (Accurate ),2.72 (Inaccurate ),7.98 (Inaccurate ),17.15 (Inaccurate ),25.0 % ,Should Improve
396,0,Terminal Stance,100.0%,7.09 (Accurate ),2.49 (Inaccurate ),7.66 (Inaccurate ),17.57 (Inaccurate ),25.0 % ,Should Improve
397,0,Terminal Stance,100.0%,8.02 (Accurate ),4.08 (Inaccurate ),9.74 (Inaccurate ),20.75 (Inaccurate ),25.0 % ,Should Improve
398,0,Terminal Stance,100.0%,7.65 (Accurate ),3.3 (Inaccurate ),9.92 (Inaccurate ),20.08 (Inaccurate ),25.0 % ,Should Improve
399,0,Terminal Stance,100.0%,7.55 (Accurate ),3.26 (Inaccurate ),9.92 (Inaccurate ),20.16 (Inaccurate ),25.0 % ,Should Improve
400,0,Terminal Stance,100.0%,7.52 (Accurate ),2.71 (Inaccurate ),9.67 (Inaccurate ),19.55 (Inaccurate ),25.0 % ,Should Improve
401,0,Terminal Stance,100.0%,7.46 (Accurate ),3.08 (Inaccurate ),10.01 (Inaccurate ),19.85 (Inaccurate ),25.0 % ,Should Improve
402,0,Terminal Stance,100.0%,7.43 (Accurate ),3.92 (Inaccurate ),11.09 (Inaccurate ),20.41 (Inaccurate ),25.0 % ,Should Improve
403,0,Terminal Stance,100.0%,7.57 (Accurate ),3.47 (Inaccurate ),12.45 (Inaccurate ),20.69 (Inaccurate ),25.0 % ,Should Improve
404,0,Terminal Stance,100.0%,7.72 (Accurate ),3.13 (Inaccurate ),14.44 (Inaccurate ),20.22 (Inaccurate ),25.0 % ,Should Improve
405,0,Terminal Stance,100.0%,8.29 (Accurate ),3.69 (Inaccurate ),15.61 (Inaccurate ),20.76 (Inaccurate ),25.0 % ,Should Improve
406,0,Terminal Stance,100.0%,8.39 (Accurate ),4.41 (Inaccurate ),15.81 (Inaccurate ),21.29 (Inaccurate ),25.0 % ,Should Improve
407,0,Terminal Stance,100.0%,8.36 (Accurate ),5.27 (Inaccurate ),15.93 (Inaccurate ),21.69 (Inaccurate ),25.0 % ,Should Improve
408,0,Terminal Stance,100.0%,8.59 (Accurate ),5.54 (Inaccurate ),16.81 (Inaccurate ),21.81 (Inaccurate ),25.0 % ,Should Improve
409,0,Terminal Stance,100.0%,7.82 (Accurate ),6.88 (Inaccurate ),17.18 (Inaccurate ),21.15 (Inaccurate ),25.0 % ,Should Improve
410,0,Terminal Stance,100.0%,7.94 (Accurate ),7.92 (Inaccurate ),17.66 (Inaccurate ),21.53 (Inaccurate ),25.0 % ,Should Improve
411,0,Terminal Stance,100.0%,8.16 (Accurate ),8.37 (Inaccurate ),19.04 (Inaccurate ),21.39 (Inaccurate ),25.0 % ,Should Improve
412,0,Terminal Stance,100.0%,8.3 (Accurate ),8.29 (Inaccurate ),18.86 (Inaccurate ),21.6 (Inaccurate ),25.0 % ,Should Improve
413,0,Terminal Stance,100.0%,8.06 (Accurate ),8.18 (Inaccurate ),19.46 (Inaccurate ),20.66 (Inaccurate ),25.0 % ,Should Improve
414,0,Terminal Stance,100.0%,7.57 (Accurate ),8.52 (Inaccurate ),20.09 (Inaccurate ),19.93 (Inaccurate ),25.0 % ,Should Improve
415,0,Terminal Stance,100.0%,7.59 (Accurate ),10.47 (Inaccurate ),20.92 (Inaccurate ),20.63 (Inaccurate ),25.0 % ,Should Improve
416,0,Terminal Stance,100.0%,7.8 (Accurate ),12.5 (Inaccurate ),22.54 (Inaccurate ),21.22 (Inaccurate ),25.0 % ,Should Improve
417,0,Terminal Stance,100.0%,7.6 (Accurate ),14.39 (Inaccurate ),23.45 (Inaccurate ),21.71 (Inaccurate ),25.0 % ,Should Improve
418,0,Terminal Stance,100.0%,7.89 (Accurate ),12.85 (Inaccurate ),24.04 (Inaccurate ),20.89 (Inaccurate ),25.0 % ,Should Improve
419,0,Terminal Stance,100.0%,7.59 (Accurate ),11.74 (Inaccurate ),24.74 (Inaccurate ),18.96 (Inaccurate ),25.0 % ,Should Improve
420,0,Terminal Stance,100.0%,7.71 (Accurate ),12.45 (Inaccurate ),25.93 (Inaccurate ),18.99 (Inaccurate ),25.0 % ,Should Improve
421,0,Terminal Stance,100.0%,7.94 (Accurate ),14.86 (Inaccurate ),25.95 (Inaccurate ),19.65 (Inaccurate ),25.0 % ,Should Improve
422,0,Terminal Stance,100.0%,7.78 (Accurate ),15.86 (Inaccurate ),26.99 (Inaccurate ),19.47 (Inaccurate ),25.0 % ,Should Improve
423,0,Terminal Stance,100.0%,7.29 (Accurate ),16.37 (Inaccurate ),28.63 (Inaccurate ),18.54 (Inaccurate ),25.0 % ,Should Improve
424,0,Terminal Stance,100.0%,6.62 (Accurate ),15.2 (Inaccurate ),29.63 (Inaccurate ),16.67 (Inaccurate ),25.0 % ,Should Improve
425,0,Terminal Stance,100.0%,6.27 (Accurate ),16.26 (Inaccurate ),30.71 (Inaccurate ),16.42 (Inaccurate ),25.0 % ,Should Improve
426,0,Terminal Stance,100.0%,6.07 (Accurate ),17.18 (Inaccurate ),31.61 (Inaccurate ),16.34 (Inaccurate ),25.0 % ,Should Improve
427,0,Terminal Stance,100.0%,5.94 (Accurate ),17.84 (Inaccurate ),32.53 (Inaccurate ),15.36 (Inaccurate ),25.0 % ,Should Improve
428,0,Terminal Stance,100.0%,5.93 (Accurate ),18.74 (Inaccurate ),31.86 (Inaccurate ),15.28 (Inaccurate ),25.0 % ,Should Improve
429,0,Terminal Stance,100.0%,5.97 (Accurate ),18.21 (Inaccurate ),34.39 (Inaccurate ),14.35 (Inaccurate ),25.0 % ,Should Improve
430,0,Terminal Stance,100.0%,6.15 (Accurate ),19.21 (Inaccurate ),33.86 (Inaccurate ),14.63 (Inaccurate ),25.0 % ,Should Improve
431,0,Terminal Stance,100.0%,6.61 (Accurate ),19.12 (Inaccurate ),35.29 (Accurate ),14.49 (Inaccurate ),50.0 % ,Satisfactory
432,0,Terminal Stance,100.0%,6.98 (Accurate ),19.59 (Inaccurate ),35.15 (Accurate ),14.46 (Inaccurate ),50.0 % ,Satisfactory
433,0,Terminal Stance,100.0%,7.26 (Accurate ),19.21 (Inaccurate ),34.77 (Inaccurate ),13.54 (Inaccurate ),25.0 % ,Should Improve
434,0,Terminal Stance,100.0%,6.88 (Accurate ),18.34 (Inaccurate ),33.89 (Inaccurate ),11.93 (Inaccurate ),25.0 % ,Should Improve
435,0,Terminal Stance,100.0%,7.25 (Accurate ),18.46 (Inaccurate ),35.38 (Accurate ),11.69 (Inaccurate ),50.0 % ,Satisfactory
436,0,Terminal Stance,100.0%,6.97 (Accurate ),18.83 (Inaccurate ),34.95 (Inaccurate ),11.28 (Inaccurate ),25.0 % ,Should Improve
437,0,Terminal Stance,100.0%,7.48 (Accurate ),18.34 (Inaccurate ),33.9 (Inaccurate ),10.99 (Inaccurate ),25.0 % ,Should Improve
438,0,Terminal Stance,100.0%,7.59 (Accurate ),17.64 (Inaccurate ),33.17 (Inaccurate ),10.15 (Inaccurate ),25.0 % ,Should Improve
439,0,Terminal Stance,100.0%,8.49 (Accurate ),17.5 (Inaccurate ),29.89 (Inaccurate ),9.75 (Inaccurate ),25.0 % ,Should Improve
440,0,Terminal Stance,100.0%,8.41 (Accurate ),16.38 (Inaccurate ),29.26 (Inaccurate ),8.11 (Inaccurate ),25.0 % ,Should Improve
441,0,Terminal Stance,100.0%,8.82 (Accurate ),16.28 (Inaccurate ),28.22 (Inaccurate ),8.27 (Inaccurate ),25.0 % ,Should Improve
442,0,Terminal Stance,100.0%,8.06 (Accurate ),16.23 (Inaccurate ),28.71 (Inaccurate ),7.38 (Inaccurate ),25.0 % ,Should Improve
443,0,Terminal Stance,100.0%,8.73 (Accurate ),15.6 (Inaccurate ),29.04 (Inaccurate ),7.02 (Inaccurate ),25.0 % ,Should Improve
444,0,Terminal Stance,100.0%,9.26 (Accurate ),16.01 (Inaccurate ),29.74 (Inaccurate ),6.87 (Inaccurate ),25.0 % ,Should Improve
445,0,Terminal Stance,100.0%,9.91 (Accurate ),18.09 (Inaccurate ),27.58 (Inaccurate ),7.3 (Inaccurate ),25.0 % ,Should Improve
446,0,Terminal Stance,100.0%,10.39 (Accurate ),17.88 (Inaccurate ),27.29 (Inaccurate ),6.94 (Inaccurate ),25.0 % ,Should Improve
447,0,Terminal Stance,100.0%,10.66 (Accurate ),16.62 (Inaccurate ),26.61 (Inaccurate ),6.08 (Inaccurate ),25.0 % ,Should Improve
448,0,Terminal Stance,100.0%,10.82 (Accurate ),16.67 (Inaccurate ),25.44 (Inaccurate ),6.21 (Inaccurate ),25.0 % ,Should Improve
449,0,Terminal Stance,100.0%,10.88 (Accurate ),16.78 (Inaccurate ),25.73 (Inaccurate ),5.94 (Inaccurate ),25.0 % ,Should Improve
450,0,Terminal Stance,100.0%,11.32 (Accurate ),18.33 (Inaccurate ),24.56 (Inaccurate ),7.3 (Inaccurate ),25.0 % ,Should Improve
451,0,Terminal Stance,100.0%,12.08 (Accurate ),17.48 (Inaccurate ),24.6 (Inaccurate ),7.41 (Inaccurate ),25.0 % ,Should Improve
452,0,Terminal Stance,100.0%,12.55 (Accurate ),14.39 (Inaccurate ),25.36 (Inaccurate ),6.33 (Inaccurate ),25.0 % ,Should Improve
453,0,Terminal Stance,100.0%,12.65 (Accurate ),14.96 (Inaccurate ),25.06 (Inaccurate ),6.86 (Inaccurate ),25.0 % ,Should Improve
454,0,Terminal Stance,100.0%,12.68 (Accurate ),13.71 (Inaccurate ),24.3 (Inaccurate ),5.98 (Inaccurate ),25.0 % ,Should Improve
455,0,Terminal Stance,100.0%,12.83 (Accurate ),11.94 (Inaccurate ),23.45 (Inaccurate ),5.37 (Inaccurate ),25.0 % ,Should Improve
456,0,Terminal Stance,100.0%,12.59 (Accurate ),12.13 (Inaccurate ),18.84 (Inaccurate ),5.19 (Inaccurate ),25.0 % ,Should Improve
457,0,Terminal Stance,100.0%,12.67 (Accurate ),8.58 (Inaccurate ),21.32 (Inaccurate ),2.79 (Inaccurate ),25.0 % ,Should Improve
458,0,Terminal Stance,100.0%,12.79 (Accurate ),8.11 (Inaccurate ),21.1 (Inaccurate ),1.63 (Inaccurate ),25.0 % ,Should Improve
459,0,Terminal Stance,100.0%,13.09 (Accurate ),8.58 (Inaccurate ),22.24 (Inaccurate ),1.71 (Inaccurate ),25.0 % ,Should Improve
460,0,Terminal Stance,100.0%,13.0 (Accurate ),8.74 (Inaccurate ),20.57 (Inaccurate ),1.64 (Inaccurate ),25.0 % ,Should Improve
461,0,Terminal Stance,100.0%,12.9 (Accurate ),7.68 (Inaccurate ),19.49 (Inaccurate ),0.28 (Inaccurate ),25.0 % ,Should Improve
462,0,Terminal Stance,100.0%,12.98 (Accurate ),6.54 (Inaccurate ),19.67 (Inaccurate ),1.15 (Inaccurate ),25.0 % ,Should Improve
463,0,Terminal Stance,100.0%,13.01 (Accurate ),5.69 (Inaccurate ),17.35 (Inaccurate ),2.75 (Inaccurate ),25.0 % ,Should Improve
464,0,Terminal Stance,100.0%,12.65 (Accurate ),5.83 (Inaccurate ),15.52 (Inaccurate ),3.71 (Inaccurate ),25.0 % ,Should Improve
465,0,Terminal Stance,100.0%,12.51 (Accurate ),6.33 (Inaccurate ),14.24 (Inaccurate ),3.95 (Inaccurate ),25.0 % ,Should Improve
466,0,Terminal Stance,100.0%,13.07 (Accurate ),5.64 (Inaccurate ),14.54 (Inaccurate ),3.28 (Inaccurate ),25.0 % ,Should Improve
467,0,Terminal Stance,100.0%,13.12 (Accurate ),4.85 (Inaccurate ),13.79 (Inaccurate ),3.79 (Inaccurate ),25.0 % ,Should Improve
468,0,Terminal Stance,100.0%,13.29 (Accurate ),5.27 (Inaccurate ),12.62 (Inaccurate ),3.61 (Inaccurate ),25.0 % ,Should Improve
469,0,Terminal Stance,100.0%,12.31 (Accurate ),3.94 (Inaccurate ),18.11 (Inaccurate ),6.5 (Inaccurate ),25.0 % ,Should Improve
470,0,Terminal Stance,100.0%,12.14 (Accurate ),2.64 (Inaccurate ),11.19 (Inaccurate ),7.94 (Inaccurate ),25.0 % ,Should Improve
471,0,Terminal Stance,100.0%,12.08 (Accurate ),3.33 (Inaccurate ),8.98 (Inaccurate ),8.19 (Inaccurate ),25.0 % ,Should Improve
472,0,Terminal Stance,100.0%,12.34 (Accurate ),3.64 (Inaccurate ),8.83 (Inaccurate ),8.11 (Inaccurate ),25.0 % ,Should Improve
473,0,Terminal Stance,100.0%,12.61 (Accurate ),4.12 (Inaccurate ),8.65 (Inaccurate ),7.82 (Inaccurate ),25.0 % ,Should Improve
474,0,Terminal Stance,100.0%,12.91 (Accurate ),5.57 (Inaccurate ),8.09 (Inaccurate ),7.29 (Inaccurate ),25.0 % ,Should Improve
475,0,Terminal Stance,100.0%,12.7 (Accurate ),6.17 (Inaccurate ),8.22 (Inaccurate ),8.06 (Inaccurate ),25.0 % ,Should Improve
476,0,Terminal Stance,100.0%,12.68 (Accurate ),7.83 (Inaccurate ),7.83 (Inaccurate ),8.0 (Inaccurate ),25.0 % ,Should Improve
477,0,Terminal Stance,100.0%,13.07 (Accurate ),9.6 (Inaccurate ),7.5 (Inaccurate ),7.09 (Inaccurate ),25.0 % ,Should Improve
478,0,Terminal Stance,100.0%,13.43 (Accurate ),10.59 (Inaccurate ),8.22 (Inaccurate ),6.06 (Inaccurate ),25.0 % ,Should Improve
479,0,Terminal Stance,100.0%,13.5 (Accurate ),10.77 (Inaccurate ),7.67 (Inaccurate ),6.24 (Inaccurate ),25.0 % ,Should Improve
480,0,Terminal Stance,100.0%,13.26 (Accurate ),12.23 (Inaccurate ),7.26 (Inaccurate ),6.11 (Inaccurate ),25.0 % ,Should Improve
481,0,Terminal Stance,100.0%,13.39 (Accurate ),12.76 (Inaccurate ),4.77 (Inaccurate ),5.95 (Inaccurate ),25.0 % ,Should Improve
482,0,Terminal Stance,100.0%,13.48 (Accurate ),14.12 (Inaccurate ),4.74 (Inaccurate ),5.51 (Inaccurate ),25.0 % ,Should Improve
483,0,Terminal Stance,100.0%,13.26 (Accurate ),14.33 (Inaccurate ),4.27 (Inaccurate ),6.03 (Inaccurate ),25.0 % ,Should Improve
484,0,Terminal Stance,100.0%,13.44 (Accurate ),15.28 (Inaccurate ),4.26 (Inaccurate ),5.13 (Inaccurate ),25.0 % ,Should Improve
485,0,Terminal Stance,100.0%,13.44 (Accurate ),16.37 (Inaccurate ),4.36 (Inaccurate ),4.68 (Inaccurate ),25.0 % ,Should Improve
486,0,Terminal Stance,100.0%,13.53 (Accurate ),16.61 (Inaccurate ),7.56 (Inaccurate ),4.67 (Inaccurate ),25.0 % ,Should Improve
487,0,Terminal Stance,100.0%,13.21 (Accurate ),18.87 (Inaccurate ),5.7 (Inaccurate ),4.37 (Inaccurate ),25.0 % ,Should Improve
488,0,Terminal Stance,100.0%,13.13 (Accurate ),18.68 (Inaccurate ),4.84 (Inaccurate ),5.02 (Inaccurate ),25.0 % ,Should Improve
489,0,Terminal Stance,100.0%,12.96 (Accurate ),20.05 (Inaccurate ),4.5 (Inaccurate ),4.82 (Inaccurate ),25.0 % ,Should Improve
490,0,Terminal Stance,100.0%,13.29 (Accurate ),20.28 (Inaccurate ),4.81 (Inaccurate ),4.3 (Inaccurate ),25.0 % ,Should Improve
491,0,Terminal Stance,100.0%,12.86 (Accurate ),21.17 (Inaccurate ),5.74 (Inaccurate ),4.76 (Inaccurate ),25.0 % ,Should Improve
492,0,Terminal Stance,100.0%,12.66 (Accurate ),22.14 (Inaccurate ),5.71 (Inaccurate ),4.58 (Inaccurate ),25.0 % ,Should Improve
493,0,Terminal Stance,100.0%,12.43 (Accurate ),25.48 (Inaccurate ),7.65 (Inaccurate ),3.96 (Inaccurate ),25.0 % ,Should Improve
494,0,Terminal Stance,100.0%,12.16 (Accurate ),26.0 (Inaccurate ),8.6 (Inaccurate ),4.23 (Inaccurate ),25.0 % ,Should Improve
495,0,Terminal Stance,100.0%,11.85 (Accurate ),27.89 (Inaccurate ),7.73 (Inaccurate ),3.6 (Inaccurate ),25.0 % ,Should Improve
496,0,Terminal Stance,100.0%,11.88 (Accurate ),27.87 (Inaccurate ),7.46 (Inaccurate ),3.54 (Inaccurate ),25.0 % ,Should Improve
497,0,Terminal Stance,100.0%,11.92 (Accurate ),28.69 (Inaccurate ),7.9 (Inaccurate ),3.11 (Inaccurate ),25.0 % ,Should Improve
498,0,Terminal Stance,100.0%,11.92 (Accurate ),30.07 (Inaccurate ),9.22 (Inaccurate ),2.52 (Inaccurate ),25.0 % ,Should Improve
499,0,Terminal Stance,100.0%,11.93 (Accurate ),32.39 (Inaccurate ),12.25 (Inaccurate ),1.14 (Inaccurate ),25.0 % ,Should Improve
500,0,Terminal Stance,100.0%,11.34 (Accurate ),33.71 (Inaccurate ),13.83 (Inaccurate ),1.55 (Inaccurate ),25.0 % ,Should Improve
501,0,Terminal Stance,100.0%,11.07 (Accurate ),36.28 (Accurate ),14.69 (Inaccurate ),0.68 (Inaccurate ),50.0 % ,Satisfactory
502,0,Terminal Stance,100.0%,11.03 (Accurate ),37.99 (Accurate ),14.71 (Inaccurate ),0.32 (Inaccurate ),50.0 % ,Satisfactory
503,0,Terminal Stance,100.0%,10.61 (Accurate ),38.46 (Accurate ),15.04 (Inaccurate ),0.02 (Inaccurate ),50.0 % ,Satisfactory
504,0,Terminal Stance,100.0%,10.17 (Accurate ),41.54 (Accurate ),15.51 (Inaccurate ),0.92 (Inaccurate ),50.0 % ,Satisfactory
505,0,Terminal Stance,100.0%,9.66 (Accurate ),43.99 (Accurate ),16.41 (Inaccurate ),1.85 (Inaccurate ),50.0 % ,Satisfactory
506,0,Terminal Stance,100.0%,9.51 (Accurate ),43.53 (Accurate ),15.89 (Inaccurate ),1.25 (Inaccurate ),50.0 % ,Satisfactory
507,0,Terminal Stance,100.0%,8.98 (Accurate ),43.95 (Accurate ),15.07 (Inaccurate ),0.63 (Inaccurate ),50.0 % ,Satisfactory
508,0,Terminal Stance,100.0%,9.23 (Accurate ),45.72 (Accurate ),16.03 (Inaccurate ),2.18 (Inaccurate ),50.0 % ,Satisfactory
509,0,Terminal Stance,100.0%,8.94 (Accurate ),46.41 (Accurate ),15.93 (Inaccurate ),2.2 (Inaccurate ),50.0 % ,Satisfactory
510,0,Terminal Stance,100.0%,8.71 (Accurate ),48.62 (Accurate ),16.08 (Inaccurate ),3.24 (Inaccurate ),50.0 % ,Satisfactory
511,0,Terminal Stance,100.0%,8.55 (Accurate ),51.6 (Accurate ),16.99 (Inaccurate ),4.89 (Inaccurate ),50.0 % ,Satisfactory
512,0,Terminal Stance,100.0%,8.5 (Accurate ),51.46 (Accurate ),16.01 (Inaccurate ),4.96 (Inaccurate ),50.0 % ,Satisfactory
513,0,Terminal Stance,100.0%,8.45 (Accurate ),51.89 (Accurate ),15.56 (Inaccurate ),5.3 (Inaccurate ),50.0 % ,Satisfactory
